Memory	When	Capacity
Tile_testQuadCoreMemoryBound_Processor1_localMemory	152338.8671875	2000000.0
Tile_testQuadCoreMemoryBound_Processor1_localMemory	166062.01171875	1000000.0
Tile_testQuadCoreMemoryBound_Processor1_localMemory	177923.583984375	0.0
Tile_testQuadCoreMemoryBound_Processor1_localMemory	199785.15625	2000000.0
Tile_testQuadCoreMemoryBound_Processor1_localMemory	213508.30078125	1000000.0
Tile_testQuadCoreMemoryBound_Processor1_localMemory	225369.873046875	0.0
Tile_testQuadCoreMemoryBound_Processor1_localMemory	247231.4453125	2000000.0
Tile_testQuadCoreMemoryBound_Processor1_localMemory	260954.58984375	1000000.0
Tile_testQuadCoreMemoryBound_Processor1_localMemory	272816.162109375	0.0
Tile_testQuadCoreMemoryBound_Processor1_localMemory	294677.734375	2000000.0
Tile_testQuadCoreMemoryBound_Processor1_localMemory	308400.87890625	1000000.0
Tile_testQuadCoreMemoryBound_Processor1_localMemory	320262.451171875	0.0
Tile_testQuadCoreMemoryBound_Processor1_localMemory	342124.0234375	2000000.0
Tile_testQuadCoreMemoryBound_Processor1_localMemory	355847.16796875	1000000.0
Tile_testQuadCoreMemoryBound_Processor1_localMemory	367708.740234375	0.0
Tile_testQuadCoreMemoryBound_Processor1_localMemory	389570.3125	2000000.0
Tile_testQuadCoreMemoryBound_Processor1_localMemory	403293.45703125	1000000.0
Tile_testQuadCoreMemoryBound_Processor1_localMemory	415155.029296875	0.0
Tile_testQuadCoreMemoryBound_Processor1_localMemory	437016.6015625	2000000.0
Tile_testQuadCoreMemoryBound_Processor1_localMemory	450739.74609375	1000000.0
Tile_testQuadCoreMemoryBound_Processor1_localMemory	462601.318359375	0.0
Tile_testQuadCoreMemoryBound_Processor1_localMemory	484462.890625	2000000.0
Tile_testQuadCoreMemoryBound_Processor2_localMemory	0.0	0.0
Tile_testQuadCoreMemoryBound_Processor2_localMemory	33723.14453125	1000000.0
Tile_testQuadCoreMemoryBound_Processor2_localMemory	45584.716796875	2000000.0
Tile_testQuadCoreMemoryBound_Processor2_localMemory	59307.861328125	0.0
Tile_testQuadCoreMemoryBound_Processor2_localMemory	81169.43359375	1000000.0
Tile_testQuadCoreMemoryBound_Processor2_localMemory	93031.005859375	2000000.0
Tile_testQuadCoreMemoryBound_Processor2_localMemory	106754.150390625	0.0
Tile_testQuadCoreMemoryBound_Processor2_localMemory	128615.72265625	1000000.0
Tile_testQuadCoreMemoryBound_Processor2_localMemory	140477.294921875	2000000.0
Tile_testQuadCoreMemoryBound_Processor2_localMemory	154200.439453125	0.0
Tile_testQuadCoreMemoryBound_Processor2_localMemory	176062.01171875	1000000.0
Tile_testQuadCoreMemoryBound_Processor2_localMemory	187923.583984375	2000000.0
Tile_testQuadCoreMemoryBound_Processor2_localMemory	201646.728515625	0.0
Tile_testQuadCoreMemoryBound_Processor2_localMemory	223508.30078125	1000000.0
Tile_testQuadCoreMemoryBound_Processor2_localMemory	235369.873046875	2000000.0
Tile_testQuadCoreMemoryBound_Processor2_localMemory	249093.017578125	0.0
Tile_testQuadCoreMemoryBound_Processor2_localMemory	270954.58984375	1000000.0
Tile_testQuadCoreMemoryBound_Processor2_localMemory	282816.162109375	2000000.0
Tile_testQuadCoreMemoryBound_Processor2_localMemory	296539.306640625	0.0
Tile_testQuadCoreMemoryBound_Processor2_localMemory	318400.87890625	1000000.0
Tile_testQuadCoreMemoryBound_Processor2_localMemory	330262.451171875	2000000.0
Tile_testQuadCoreMemoryBound_Processor2_localMemory	343985.595703125	0.0
Tile_testQuadCoreMemoryBound_Processor2_localMemory	365847.16796875	1000000.0
Tile_testQuadCoreMemoryBound_Processor2_localMemory	377708.740234375	2000000.0
Tile_testQuadCoreMemoryBound_Processor2_localMemory	391431.884765625	0.0
Tile_testQuadCoreMemoryBound_Processor2_localMemory	413293.45703125	1000000.0
Tile_testQuadCoreMemoryBound_Processor2_localMemory	425155.029296875	2000000.0
Tile_testQuadCoreMemoryBound_Processor2_localMemory	438878.173828125	0.0
Tile_testQuadCoreMemoryBound_Processor2_localMemory	460739.74609375	1000000.0
Tile_testQuadCoreMemoryBound_Processor2_localMemory	472601.318359375	2000000.0
Tile_testQuadCoreMemoryBound_Processor2_localMemory	486324.462890625	0.0
Tile_testQuadCoreMemoryBound_Processor3_localMemory	0.0	0.0
